758655113221189632	2	5	n't	Retirement	1	0
758655113221189632	2	8	n't	Happy	1	0
806156505330360322	2	3	fucking	love	2	1
797487919711879169	4	10	some	happiness	3	0
797487919711879169	4	11	some	challenge	3	0
805549961563648000	7	2	so	promise	2	0
725895033371648000	15	8	n't	Trump	1	0
725895033371648000	15	10	n't	trash	1	0
725807079756324868	1	2	Absolutely	shocking	2	1
725807079756324868	1	12	Absolutely	honest	2	0
793672926373502976	3	13	n't	true	1	0
793672926373502976	3	16	n't	grieve	1	0
793672926373502976	12	13	very	true	2	1
793672926373502976	12	16	very	grieve	2	0
726433670727356416	8	14	Dont	joy	1	0
751587585315790849	14	15	not	worry	1	1
751587585315790849	14	5	not	true	1	0
717731836621762561	3	4	more	love	2	1
767902456869113856	3	4	really	dark	2	1
767902456869113856	3	19	really	Critter	2	0
767902456869113856	7	4	some	dark	3	0
767902456869113856	7	19	some	Critter	3	0
759152150446501888	1	2	So	happy	2	1
784466014981464065	7	2	Not	curse	1	0
784466014981464065	7	4	Not	bad	1	0
784466014981464065	7	5	Not	luck	1	0
767721390510338048	3	15	n't	greatness	1	0
759591287750361088	11	6	n't	Disease	1	0
793962522181337092	11	25	not	trauma	1	0
729537932143562753	1	3	Some	happiness	3	0
780499397767561216	19	23	Never	Love	1	0
742914010488668161	15	16	more	love	2	1
733020038773510145	11	13	not	sweet	1	1
737150610965856256	11	7	So	splash	2	0
737150610965856256	11	9	So	goodness	2	0
737150610965856256	11	12	So	thankful	2	1
789915411986907136	2	9	dont	true	1	0
789915411986907136	2	10	dont	love	1	0
771368866228297729	11	1	more	Feeling	2	0
758514837282488320	4	8	thoroughly	DEVIL	2	0
758514837282488320	4	10	thoroughly	NIGHTMARE	2	0
714658805691252736	6	3	no	Trump	1	0
746814109140713472	4	17	n't	lower	1	0
774605374561325056	8	11	very	friend	2	0
800356369387945985	9	11	n't	criticism	1	0
800356369387945985	12	11	without	criticism	1	0
762954232370634752	3	8	so	mess	2	0
762954232370634752	19	8	really	mess	2	0
762954232370634752	22	8	lot	mess	2	0
762954232370634752	18	8	n't	mess	1	0
775745852182712320	5	14	no	break	1	0
775745852182712320	10	14	really	break	2	0
718331683750158336	1	10	Never	evacuate	1	0
718331683750158336	1	12	Never	grab	1	0
750547784491790337	5	13	so	finally	2	0
796055901543206912	9	14	massive	found	2	0
796055901543206912	9	15	massive	Giant	2	0
723878570901250048	2	5	n't	good	1	0
768950071320801282	11	16	lot	morals	2	0
716975026965188609	2	3	n't	waste	1	1
761160062022914049	1	3	Not	happy	1	1
761160062022914049	2	3	so	happy	2	0
743204534936297473	2	7	more	happy	2	0
798529780492750848	4	5	n't	loyal	1	1
798529780492750848	4	10	n't	shit	1	0
772942223809843200	5	8	n't	adoration	1	1
792070939152310273	4	5	Real	Villain	2	1
792070939152310273	4	8	Real	Horror	2	0
779874602126307328	5	1	not	Happiness	1	0
779874602126307328	5	7	not	destination	1	1
803482965791555584	3	4	n't	laugh	1	1
803482965791555584	3	16	n't	happiness	1	0
803482965791555584	3	22	n't	smile	1	0
803482965791555584	13	16	so	happiness	2	0
803482965791555584	13	22	so	smile	2	0
733441429498781696	15	9	Not	Trump	1	0
733441429498781696	15	13	Not	surprised	1	1
733441429498781696	15	1	Not	OMG	1	0
733441429498781696	16	1	really	OMG	2	0
733441429498781696	16	9	really	Trump	2	0
733441429498781696	16	13	really	surprised	2	0
761843569594343424	6	4	super	happiness	2	0
750711444015050752	8	10	some	good	3	0
750711444015050752	8	17	some	surprised	3	0
750711444015050752	13	10	Not	good	1	0
750711444015050752	13	17	Not	surprised	1	1
798020317398462464	1	3	Almost	excited	3	1
798020317398462464	1	11	Almost	share	3	0
731515781507371010	3	7	no	grieve	1	0
731515781507371010	10	7	n't	grieve	1	0
740219787045920769	2	5	never	success	1	0
790782951818526720	3	1	not	Anger	1	0
790782951818526720	3	5	not	good	1	1
791488371612876801	3	4	more	successful	2	1
791488371612876801	3	10	more	successful	2	0
791488371612876801	9	4	more	successful	2	0
791488371612876801	9	10	more	successful	2	1
789467283081011200	8	2	n't	love	1	0
766466436873097216	21	2	n't	receiving	1	0
766466436873097216	21	16	n't	WONDERFUL	1	0
730339179582914561	3	5	never	late	1	1
730339179582914561	3	9	never	happy	1	0
730339179582914561	3	10	never	childhood	1	0
786931831811739648	11	4	not	gift	1	0
729025608194400256	13	4	more	smile	2	0
761769359920332800	7	10	really	sad	2	1
770772259367780352	13	9	not	surprise	1	0
770772259367780352	13	16	not	guess	1	1
782620732933173252	2	1	Little	Happy	3	0
791551384781021184	4	19	so	glad	2	0
791551384781021184	18	19	very	glad	2	1
786123730804051968	2	7	more	happy	2	0
771143853512331265	14	7	n't	difficult	1	0
771143853512331265	14	21	n't	laugh	1	0
778248131825762304	3	17	n't	admirable	1	0
789007516298534912	2	3	n't	worry	1	1
789007516298534912	2	5	n't	happy	1	0
740277945390878720	15	7	little	sad	3	0
740277945390878720	16	7	bit	sad	3	0
786619584866455556	8	4	not	birthday	1	0
786619584866455556	8	9	not	excited	1	1
786619584866455556	8	12	not	older	1	0
733661117420077056	4	5	not	wasting	1	1
733661117420077056	12	5	n't	wasting	1	0
788002732707766273	3	5	bit	love	3	1
760312791873925121	3	2	super	love	2	0
775878366763241474	4	12	some	hell	3	0
775878366763241474	4	20	some	love	3	0
775878366763241474	5	12	more	hell	2	0
775878366763241474	5	20	more	love	2	0
716032284978253824	1	2	Some	birthday	3	0
798276979929673729	3	8	so	kind	2	0
751521174677549056	4	5	really	sad	2	1
751521174677549056	4	22	really	rogue	2	0
751521174677549056	4	24	really	sad	2	0
751521174677549056	4	31	really	lose	2	0
751521174677549056	19	5	few	sad	3	0
751521174677549056	19	11	few	Good	3	0
751521174677549056	19	22	few	rogue	3	0
751521174677549056	19	31	few	lose	3	0
751521174677549056	26	5	Nobody	sad	1	0
751521174677549056	26	11	Nobody	Good	1	0
751521174677549056	26	22	Nobody	rogue	1	0
751521174677549056	26	31	Nobody	lose	1	0
751548170857902080	1	2	Super	lucky	2	1
794871813301997568	19	5	nothing	shot	1	0
794871813301997568	19	21	nothing	ridicule	1	0
761453698576969728	2	3	n't	cry	1	1
761453698576969728	2	4	n't	baby	1	1
797745539613949952	10	11	super	excited	2	1
769355830969901056	1	3	Never	afraid	1	1
728010116184694784	7	9	so	shit	2	1
784891881930928128	19	13	so	case	2	0
784891881930928128	19	20	so	good	2	1
798725341325967364	1	4	Never	fear	1	1
762001550793289728	4	5	n't	hate	1	1
800829102987034624	1	2	So	thankful	2	1
800829102987034624	1	17	So	Awful	2	0
800829102987034624	1	28	So	homeless	2	0
800829102987034624	22	2	Not	thankful	1	0
800829102987034624	22	17	Not	Awful	1	0
800829102987034624	22	28	Not	homeless	1	0
796326564661035008	3	5	not	dull	1	1
780837676635328513	4	1	So	Amen	2	0
780837676635328513	4	6	So	true	2	1
780837676635328513	5	1	very	Amen	2	0
780837676635328513	5	6	very	true	2	1
806400492146397184	4	3	never	depression	1	0
791929498526711809	2	6	n't	true	1	0
791929498526711809	2	7	n't	friend	1	0
772615524836642816	13	2	n't	content	1	0
772615524836642816	13	8	n't	change	1	0
806151433020178432	14	8	n't	fear	1	0
751491258410004481	1	2	Absolutely	loving	2	1
751491258410004481	1	5	Absolutely	feeling	2	0
751491258410004481	1	6	Absolutely	ALIVE	2	0
793130836925173760	7	3	More	earthquake	2	0
793130836925173760	7	3	More	earthquake	2	0
745789490526986240	3	4	not	bad	1	1
719102744347455488	9	1	not	Feeling	1	0
719102744347455488	9	7	not	change	1	0
795829501506633729	7	3	so	laughing	2	0
795829501506633729	7	8	so	playful	2	1
758097415505256448	4	6	not	greedy	1	1
716719286635642880	18	13	so	Happy	2	0
716719286635642880	18	22	so	love	2	0
744441803827339264	21	13	never	lucky	1	0
802352027120517121	6	8	More	Happiness	2	1
715667534490558464	11	4	really	bad	2	0
747884285626032128	3	4	not	feeling	1	1
747884285626032128	3	8	not	happiness	1	0
797951035343978497	3	2	never	birthday	1	0
797951035343978497	3	10	never	luck	1	0
761033715657039872	13	6	lot	friend	2	0
761033715657039872	13	16	lot	love	2	0
796563536231202816	7	1	not	Wan	1	0
796563536231202816	7	8	not	lonely	1	1
796587550425174020	11	6	more	happiness	2	0
772075934442659844	3	5	not	attack	1	1
794972998944100352	6	18	so	bad	2	0
794972998944100352	10	18	n't	bad	1	0
763874719812554752	8	1	n't	Love	1	0
802204492737478656	3	2	little	lovely	3	0
802204492737478656	3	8	little	happy	3	0
750915820977582081	4	5	so	excited	2	1
750915820977582081	4	7	so	proud	2	1
763621182792867841	12	14	SO	DIFFICULT	2	1
763621182792867841	13	14	FREAKING	DIFFICULT	2	1
763621182792867841	12	5	SO	good	2	0
763621182792867841	13	5	FREAKING	good	2	0
794534166104829952	2	3	n't	worry	1	1
794534166104829952	2	5	n't	Happy	1	0
734474287223037952	3	4	never	hit	1	1
734474287223037952	11	4	n't	hit	1	0
806322674960044032	2	3	so	disappointed	2	1
806322674960044032	11	3	almost	disappointed	3	0
806322674960044032	14	3	not	disappointed	1	0
756923253688369152	1	2	Really	wan	2	1
732227399732072448	4	6	so	beautiful	2	1
732227399732072448	4	10	so	happy	2	0
732227399732072448	4	14	so	Unknown	2	0
750420301482192896	2	5	Bit	Dark	3	1
783289684831023104	4	3	SO	feeling	2	0
773288590306516993	4	5	so	sick	2	1
773288590306516993	17	5	dead	sick	2	0
740113772610740225	4	11	so	sun	2	0
784902138015154176	5	6	some	scream	3	1
784902138015154176	9	6	some	scream	3	0
768142420496281600	9	10	so	damn	2	1
768142420496281600	9	11	so	pretty	2	1
768142420496281600	14	10	no	damn	1	0
768142420496281600	14	11	no	pretty	1	0
795807405346955264	10	12	not	gun	1	1
783697509709385729	4	5	so	afraid	2	1
790370559938834433	19	22	n't	limited	1	0
752036498799681536	8	3	n't	hit	1	0
773289730733735940	4	5	not	fearless	1	1
760416133778382848	4	5	not	enforce	1	1
760416133778382848	4	9	not	rule	1	0
721383119459328002	2	10	n't	drown	1	0
780900421606989824	1	2	So	excited	2	1
762475430754471937	4	6	n't	paralyzed	1	1
762475430754471937	4	10	n't	failure	1	0
762475430754471937	14	6	never	paralyzed	1	0
762475430754471937	14	10	never	failure	1	0
753005176420724736	9	10	so	fragile	2	1
753005176420724736	9	14	so	afraid	2	0
791650700258410500	4	7	So	Loss	2	0
791650700258410500	5	7	Deeply	Loss	2	1
738240502928052224	3	11	n't	crazy	1	0
753228294422663168	19	21	lack	respect	1	1
732571581755621376	3	6	n't	negative	1	0
732571581755621376	3	11	n't	spoil	1	0
732571581755621376	3	14	n't	good	1	0
729805094200315904	5	1	so	OMG	2	0
729805094200315904	5	6	so	excited	2	1
729805094200315904	5	9	so	cracked	2	0
729805094200315904	24	1	so	OMG	2	0
729805094200315904	24	6	so	excited	2	0
729805094200315904	5	21	so	Omg	2	0
759081144067297280	9	10	so	fun	2	1
792334457965539328	5	3	cant	fear	1	0
756236814491480064	20	21	SO	badly	2	1
783005219521171464	6	7	So	dark	2	1
719221901919404032	1	6	Never	food	1	0
719221901919404032	5	6	without	food	1	1
786301069500395520	4	8	n't	chance	1	0
753291275537936384	13	11	so	Hilarious	2	0
753291275537936384	13	14	so	true	2	1
716356864049549312	1	3	Not	lucky	1	1
746085427082371072	2	5	least	finally	3	0
755239577711816704	3	4	so	heartless	2	1
755239577711816704	3	11	so	hurt	2	0
755239577711816704	3	13	so	loving	2	0
753881746618261504	2	3	n't	mess	1	1
719644053319458817	15	25	n't	shit	1	0
719644053319458817	24	25	some	shit	3	1
719644053319458817	29	25	very	shit	2	0
776838842338844672	1	6	So	friend	2	0
740195694758244356	3	17	n't	crying	1	0
740195694758244356	13	17	not	crying	1	0
798681604013092865	2	4	n't	smiling	1	0
797421957306318848	10	2	n't	change	1	0
797421957306318848	10	5	n't	Change	1	0
720450471601823744	2	13	n't	LOVE	1	0
756482939442126851	4	14	so	lovely	2	0
756482939442126851	4	18	so	feeling	2	0
798062766137348096	15	16	More	Successful	2	1
733651176227377152	10	6	Absolutely	amazing	2	0
733651176227377152	10	11	Absolutely	brilliant	2	1
726453571944763392	2	9	n't	Sabotage	1	0
764442851195424774	1	2	Not	bad	1	1
764442851195424774	1	5	Not	calf	1	0
761419145980194817	5	10	so	happy	2	0
761419145980194817	5	15	so	happy	2	0
723640199981457408	9	8	more	enjoy	2	0
747478382401622016	8	1	n't	Feeling	1	0
788111497889247232	14	7	lot	grief	2	0
754207941943783424	1	2	NEVER	WATCH	1	1
754207941943783424	1	6	NEVER	SHIT	1	0
754207941943783424	7	2	SO	WATCH	2	0
754207941943783424	7	6	SO	SHIT	2	0
724664508321390592	3	1	Nobody	Dance	1	0
724664508321390592	3	10	Nobody	older	1	0
724664508321390592	3	15	Nobody	difficult	1	0
724664508321390592	14	1	more	Dance	2	0
724664508321390592	14	10	more	older	2	0
724664508321390592	14	15	more	difficult	2	1
783660564287483904	3	11	not	punished	1	0
783660564287483904	3	14	not	anger	1	0
789707524614172672	13	18	n't	alarm	1	0
782403185453531136	3	4	without	completion	1	1
782403185453531136	3	14	without	alive	1	0
776091951351394304	4	5	more	horrific	2	1
735232830486269952	4	5	so	funny	2	1
735232830486269952	4	9	so	love	2	0
745493960592785411	2	7	no	unhappy	1	0
745493960592785411	2	9	no	Gift	1	0
805092655805960193	12	19	more	shopping	2	0
762361992434753536	11	9	especially	fear	2	0
762361992434753536	11	12	especially	love	2	1
785695902115651584	20	13	not	cross	1	0
804797964929605632	1	8	So	good	2	0
804797964929605632	1	9	So	catch	2	0
772951876073615360	11	5	NOT	hospital	1	0
772951876073615360	11	13	NOT	accident	1	1
772951876073615360	11	14	NOT	avoiding	1	0
756964984454782981	1	2	FUCKING	KICK	2	1
764132989722763265	4	16	NOT	Bleeding	1	0
770715319396667392	13	8	not	sad	1	0
789457228893818880	9	3	n't	scare	1	0
783423632533880832	5	15	not	God	1	0
720256402443243520	8	11	n't	happy	1	0
720256402443243520	10	11	more	happy	2	1
770720781823254528	31	29	n't	Scary	1	0
777960826632142849	9	10	n't	waste	1	1
746160529136361472	10	7	literally	negative	2	0
777193298591158272	10	1	no	Respect	1	0
797959927167782912	3	17	n't	Bomber	1	0
745280743425851392	2	4	n't	Afraid	1	1
745280743425851392	2	7	n't	Fear	1	0
